index,Hit_number,level_0,eval,bitscore,%ID,genus,species,hit_def,align_len,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_2319,6,386,7.98245e-46,214,93.8,Protaspis,Protaspis sp. CC-2009a,"Protaspis sp. CC-2009a small subunit ribosomal RNA gene, partial sequence",129,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_2320,7,1487,5.80956e-35,174,87.4,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB521_F11_PRYM_P_46_S",127,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2321,2,4861,5.61918e-54,244,98.43,Chaetoceros,species_unassigned,"Chaetoceros sp. strain UNC1407 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,unassigned
ASV_2322,15,387,2.18864e-46,216,100.0,Chaetoceros,Chaetoceros curvisetus,"Chaetoceros curvisetus isolate Na19A2 18S ribosomal RNA gene, partial sequence",108,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Chaetocerotales,Chaetocerotaceae,Chaetoceros,Chaetoceros curvisetus
ASV_2323,2,388,1.59469e-47,221,99.12,Myxophyllum,Myxophyllum magnum,"Myxophyllum magnum strain QD 3 small subunit ribosomal RNA gene, partial sequence",113,Eukaryota,Ciliophora,Oligohymenophorea,Philasterida,Thigmophryidae,Myxophyllum,Myxophyllum magnum
ASV_2324,1,389,4.71248e-42,200,93.65,Theleodinium,Theleodinium calcisporum,"Theleodinium calcisporum strain MP69 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_2325,3,390,4.27255e-49,227,96.03,Paragymnodinium,Paragymnodinium shiwhaense,"Paragymnodinium shiwhaense 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial)",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,s_
ASV_2326,8,1488,4.17947e-43,205,91.54,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_96, clone 1802E03",130,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2327,1,4862,1.70153e-41,198,91.94,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate HKB7-11 small subunit ribosomal RNA gene, partial sequence",124,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2328,3,4863,1.4743e-42,202,90.84,Pyramimonas,species_unassigned,"Pyramimonas sp. Sa5P5 gene for 18S rRNA, partial sequence >gi|586941031|dbj|AB854027.1| Pyramimonas sp. Sera3-4 gene for 18S rRNA, partial sequence >gi|586941032|dbj|AB854028.1| Pyramimonas sp. SergOP6 gene for 18S rRNA, partial sequence",131,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,g_,s_
ASV_2329,1,1489,6.3952e-60,266,100.0,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_54, clone 1801B10",133,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2330,1,7173,3.24449e-57,257,99.24,genus_unassigned,species_unassigned,"Uncultured eukaryote clone CC02A175.051 18S ribosomal RNA gene, partial sequence",131,Eukaryota,unknown,Polycystinea,Spumellaria,Spongodiscidae,unassigned,unassigned
ASV_2331,1,391,7.47405e-27,145,84.92,Protoperidinium,Protoperidinium punctulatum,Protoperidinium punctulatum gene for 18S rRNA,126,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_2332,3,392,2.75863e-26,143,83.59,Eocercomonas,Eocercomonas exploratorii,"Eocercomonas exploratorii strain HFCC 909 18S ribosomal RNA gene, partial sequence",128,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_2333,11,393,5.43637e-48,222,95.24,Incisomonas,Incisomonas marina,"Incisomonas marina isolate BH65_170 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,unknown,unknown,unknown,Incisomonas,s_
ASV_2334,1,394,5.4942e-48,222,93.89,Thraustochytrium,Thraustochytrium multirudimentale,Thraustochytrium multirudimentale gene for 18S rRNA,131,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_2335,6,1490,3.39422e-44,208,92.25,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_138, clone 1804H10",129,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2336,1,7174,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Prasinophyte sp. RCC297 (clade VIIA3) 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2337,2,4864,4.3675e-49,226,95.31,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P2-10 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2338,4,395,6.41715e-28,148,84.25,Sarcocystis,Sarcocystis albifronsi,"Sarcocystis albifronsi isolate 08 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Apicomplexa,Conoidasida,Eucoccidiorida,Sarcocystidae,g_,s_
ASV_2339,1,7175,3.51022e-31,161,86.61,genus_unassigned,species_unassigned,"Uncultured eukaryote clone ST6000.019 18S ribosomal RNA gene, partial sequence",127,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2340,5,4865,5.56234e-35,175,89.84,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-20 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2341,1,7177,3.07645e-38,187,89.68,genus_unassigned,species_unassigned,"Uncultured diatom A4CMS14 gene for 18S rRNA, partial sequence",126,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2342,1,396,2.91081e-51,235,97.64,Akashiwo,Akashiwo sanguinea,"Akashiwo sanguinea 18S ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Akashiwo,Akashiwo sanguinea
ASV_2343,5,4866,2.8186e-26,143,82.44,Kiitoksia,species_unassigned,"Kiitoksia sp. 18S ribosomal RNA gene, partial sequence",131,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2344,10,1491,1.37959e-55,250,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB538_K06_LABY_H_41_D",125,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2345,1,397,4.3675e-49,226,95.31,Cryothecomonas,Cryothecomonas aestivalis,"Cryothecomonas aestivalis strain 1 small subunit ribosomal RNA gene, complete sequence",128,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_2346,1,4867,2.66631e-45,213,94.44,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate HKB7-11 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2347,19,4868,1.13375e-43,206,94.92,Solenicola,species_unassigned,"Uncultured Solenicola clone f13 18S ribosomal RNA gene, partial sequence",118,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2348,1,4869,1.32267e-36,181,89.15,Thraustochytrium,species_unassigned,"Thraustochytrium sp. strain MBT12 clone 14 small subunit ribosomal RNA gene, partial sequence",129,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_2349,5,4870,5.49568e-54,245,99.2,Amoebophrya,species_unassigned,"Uncultured Amoebophrya clone 7510 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2350,1,4871,4.71388e-55,248,98.45,Tetraselmis,species_unassigned,"Tetraselmis sp. KB-FL40 small subunit ribosomal RNA gene, partial sequence",129,Eukaryota,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Chlorodendraceae,Tetraselmis,unassigned
ASV_2351,1,1493,4.61251e-55,249,99.21,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_159, clone 1815G11",127,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2352,1,7178,2.91081e-51,234,96.85,genus_unassigned,species_unassigned,"Conticribra weissflogiopsis isolate SMDC01212 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,unassigned,unassigned,s_
ASV_2353,11,398,7.0022e-34,170,87.02,Scutellomonas,Scutellomonas patella,"Scutellomonas patella isolate CA05 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",131,Eukaryota,Cercozoa,unknown,Thaumatomonadida,unknown,g_,s_
ASV_2354,1,1494,7.07124e-53,241,99.19,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB233_K22_PRYM_P_41_S",123,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_2355,9,4872,8.9121e-39,189,89.76,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate ZHASHANMATOU1-11 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2356,3,4873,9.62005e-45,211,92.97,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P2-10 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2357,3,1495,2.21519e-27,147,84.25,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_138, clone 1804G02",127,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2358,1,7179,3.663e-50,230,98.33,genus_unassigned,species_unassigned,"Uncultured eukaryote clone Otu0849 small subunit ribosomal RNA gene, partial sequence",120,Eukaryota,Cercozoa,unknown,Thaumatomonadida,unassigned,unassigned,unassigned
ASV_2359,4,1496,9.82478e-51,233,97.58,Not_Found,uncultured marine picoeukaryote,"uncultured marine picoeukaryote partial 18S rRNA gene, isolate ws_143, clone 1809F04",124,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_2360,2,399,7.63031e-59,262,100.0,Minorisa,Minorisa minuta,"Minorisa minuta isolate 6C1 18S ribosomal RNA gene, partial sequence",131,Eukaryota,Cercozoa,Chlorarachniophyceae,unknown,unknown,Minorisa,Minorisa minuta
ASV_2361,1,7180,3.74457e-56,252,100.0,genus_unassigned,species_unassigned,"Blastodinium contortum isolate BCO02 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",126,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2362,1,7181,2.69627e-45,212,93.65,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGUH485 18S ribosomal RNA gene, partial sequence",126,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_2363,7,4874,2.21324e-46,217,94.44,Amoebophrya,species_unassigned,"Amoebophrya sp. ex Karlodinium veneficum 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2364,15,1498,1.14648e-43,206,93.5,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB525_L07_MLV3_P_41_D",123,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2365,4,400,5.03748e-42,200,92.0,Pseudophyllomitus,Pseudophyllomitus vesiculosus,"Pseudophyllomitus vesiculosus gene for 18S ribosomal RNA, partial sequence, strain: SRT537",125,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2366,41,4875,3.78952e-37,182,89.92,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P1-30 small subunit ribosomal RNA gene, partial sequence",129,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2367,1,7182,9.10797e-39,188,90.32,genus_unassigned,species_unassigned,"Uncultured eukaryote isolate CS_E037 18S ribosomal RNA gene, partial sequence",124,Eukaryota,unknown,Oomycetes,Lagenidiales,unassigned,g_,s_
ASV_2368,1,7183,1.08476e-56,254,100.0,genus_unassigned,species_unassigned,"Uncultured marine eukaryote clone I-8-MC766-OTU-30 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,unassigned,unassigned
ASV_2369,1,7184,1.33603e-55,251,99.22,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYH970 18S ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Polycystinea,unassigned,unassigned,unassigned,unassigned
ASV_2370,1,7185,4.61251e-55,249,99.21,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP729 18S ribosomal RNA gene, partial sequence",127,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_2371,1,7186,1.59751e-09,81,90.57,genus_unassigned,species_unassigned,"Pythium splendens strain RBB-5 18S ribosomal RNA gene, partial sequence",53,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2372,5,4876,3.74788e-37,182,88.89,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT9-11 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2373,1,7187,2.44401e-33,168,86.05,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYH1060 18S ribosomal RNA gene, partial sequence",129,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2374,3,4877,1.08476e-56,254,100.0,Bolidomonas,species_unassigned,"Bolidomonas pacifica gene for 18S rRNA, partial sequence, strain: p380",127,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,Bolidomonas,unassigned
ASV_2375,13,4878,1.79655e-47,220,95.2,Amoebophrya,species_unassigned,"Uncultured Amoebophrya clone 7510 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2376,1,7188,9.48985e-51,232,98.35,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYP398 18S ribosomal RNA gene, partial sequence",121,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_2377,38,1500,2.5253e-39,191,91.06,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB525_L07_MLV3_P_41_D",123,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2378,1,4879,1.62761e-54,246,98.44,Amoebophrya,species_unassigned,"Amoebophrya sp. strain PZ11_A99 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1 and 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_2379,1,7189,1.26491e-49,229,96.06,genus_unassigned,species_unassigned,"Uncultured eukaryote 18S rRNA, partial sequence, clone: RM2-SGM64",127,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_2380,3,401,3.39422e-44,208,92.25,Acanthoeca,Acanthoeca sp. SIOpierAcanth1,"Acanthoeca sp. SIOpierAcanth1 18S ribosomal RNA gene, partial sequence",129,Eukaryota,unknown,unknown,Choanoflagellata,Acanthoecidae,g_,s_
ASV_2381,3,4880,2.26242e-46,216,93.75,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate P2-10 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2382,10,4881,2.31057e-52,238,98.39,Duboscquella,species_unassigned,"Uncultured Duboscquella clone 3906 18S ribosomal RNA gene, partial sequence",124,Eukaryota,unknown,Dinophyceae,Syndiniales,Duboscquellidae,Duboscquella,unassigned
ASV_2383,1,7190,2.00616e-34,173,86.82,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYH1060 18S ribosomal RNA gene, partial sequence",129,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_2384,2,402,2.72864e-26,143,83.59,Mediopyxis,Mediopyxis helysia,Mediopyxis helysia partial 18S rRNA gene,128,Eukaryota,Bacillariophyta,Mediophyceae,unknown,unknown,g_,s_
ASV_2385,1,7191,1.87729e-47,220,95.2,genus_unassigned,species_unassigned,"Uncultured eukaryote clone D2P04A08 18S ribosomal RNA gene, partial sequence",125,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,s_
ASV_2386,24,1502,1.54234e-29,155,84.73,Not_Found,Acantharian sp. 6201,"Acantharian sp. 6201 18S ribosomal RNA gene, complete sequence",131,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_2387,2,4882,9.3782e-51,232,100.0,Cochlodinium,species_unassigned,"Cochlodinium fulvescens 18S ribosomal RNA gene, partial sequence",116,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,unassigned
ASV_2388,4,403,3.74788e-37,183,90.4,Crustomastix,Crustomastix stigmatica,"Crustomastix stigmatica 18S rRNA gene (partial), ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene (partial), strain CCMP 2493",125,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_2389,1,7192,2.38934e-52,239,97.64,genus_unassigned,species_unassigned,"Uncultured eukaryote clone SGYO1439 18S ribosomal RNA gene, partial sequence",127,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2390,1,4883,3.9526e-56,252,98.47,Pyramimonas,species_unassigned,"Pyramimonas sp. M1Py1 gene for 18S rRNA, partial sequence",131,Eukaryota,Chlorophyta,unknown,Pyramimonadales,unknown,Pyramimonas,unassigned
ASV_2391,1,4884,6.59199e-40,192,93.33,Favella,species_unassigned,"Favella panamensis isolate 7-20 small subunit ribosomal RNA gene, partial sequence",120,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Xystonellidae,g_,s_
ASV_2392,1,404,9.09993e-58,258,100.0,Eleutherascus,Eleutherascus lectardii,"Eleutherascus lectardii CBS 626.71 18S rRNA gene, partial sequence; from TYPE material",129,Eukaryota,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,Eleutherascus,Eleutherascus lectardii
ASV_2393,5,4885,2.58142e-39,191,89.84,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ6-10 small subunit ribosomal RNA gene, partial sequence",128,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2394,1,4886,2.91081e-51,234,96.85,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate YT7-14 small subunit ribosomal RNA gene, partial sequence",127,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_2395,1,7193,1.60992e-54,246,100.0,genus_unassigned,species_unassigned,"Uncultured rhizarian clone A95F15RM3G06 18S ribosomal RNA gene, partial sequence",123,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_2396,4,405,2.91338e-32,165,87.79,Parietichytrium,Parietichytrium sp. AR-8a,"Parietichytrium sp. AR-8a gene for 18S rRNA, partial sequence, clone: 1",131,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,g_,s_
ASV_2397,1,4887,1.60992e-54,246,100.0,Oblongichytrium,species_unassigned,"Oblongichytrium sp. isolate BH56_142 small subunit ribosomal RNA gene, partial sequence",123,Eukaryota,unknown,Labyrinthulomycetes,unknown,Thraustochytriaceae,Oblongichytrium,unassigned
ASV_2398,1,7194,5.20503e-48,222,95.24,genus_unassigned,species_unassigned,"Uncultured eukaryote gene for SSU rRNA, partial sequence, clone: DSGM-60",126,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_2399,16,406,1.0057e-31,162,85.71,Pseliodinium,Pseliodinium helix,"Pseliodinium helix strain PHJZB1 small subunit ribosomal RNA gene, partial sequence",126,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Ceratoperidiniaeceae,g_,s_
ASV_2400,2,4888,3.9127e-43,204,93.65,Amoebophrya,species_unassigned,"Amoebophrya sp. isolate WZ8-33 small subunit ribosomal RNA gene and internal transcribed spacer 1, partial sequence",126,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_2401,2,1505,1.35055e-55,250,100.0,Not_Found,uncultured marine eukaryote,"uncultured marine eukaryote partial 18S rRNA gene, isolate AB535_D07_MOC3_H_46_S",125,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
